_id,content,date
01100611.20170509034249002,"기대에 부풀었던 5월 황금연휴가 ‘황사 연휴’가 되고 말았다. 중국발 고농도 황사가 한반도를 휩쓸면서 전국이 미세먼지로 몸살을 앓았던 탓이다. 지난 주말은 최악의 상황으로 전국 12개 권역에 미세먼지 ‘경보’가 발령됐을 정도다. 어제까지도 사정은 크게 다르지 않았다. 미세먼지 농도는 전국 곳곳이 ‘나쁨’과 ‘매우 나쁨’ 사이를 오갔다. 도망갈 데도 없이 전국이 미세먼지 지뢰밭이 됐다. 황사에 따른 미세먼지의 공습은 이제 일상으로 받아들여야 하는 현실이다. 봄철 한때 황사의 고통을 참아 넘기면 그럭저럭 지낼 만했던 것은 옛말이다. 올 들어 서울은 지난 1월부터 3월까지 미세먼지 농도가 ‘나쁨’이었던 날이 14일로, 지난해 2일에 비해 크게 늘었다. 같은 기간 전국의 미세먼지 주의보 발령 횟수는 86회로, 이 역시 지난해(48회)보다 약 80%나 수직 상승했다. 이쯤 되면 국가 재난 수준이다. 마스크와 긴 소매 옷을 일일이 챙겨 외출해도 호흡기, 안과, 피부 등 질환을 감수해야 한다. 실제로 이번 연휴가 끝나고 관련 병의원을 찾는 환자가 급격히 늘었다고 한다. 경제협력개발기구(OECD)는 40년 뒤 우리나라는 대기오염 사망률 1위 국가가 될 거라고 예견했다. 그런데도 답답한 것은 미세먼지 발령 기준을 선진국 수준으로 높이겠다는 뒷북 대책 말고는 특별한 정부의 대응 방안이 없다는 사실이다. 국민안전처가 미세먼지가 심각한 날에는 경보를 띄워 외출 자제와 마스크 착용을 주문하는 게 거의 전부다. 뉴질랜드 이민 알선 업체에 따르면 최근 상담 고객 10명 중 2명이 미세먼지 때문에 이민을 가고 싶어 한다. 미세먼지는 미적거려 해결될 일이 아니라 국가 재앙 수준으로 접근해야 할 긴급 현안이다. 막연히 중국 탓만 할 뿐 우리 정부는 미세먼지의 발생 원인조차 정확히 파악하려는 노력을 보이지 않는다. 이달 초 서울시는 수년간 정밀 모니터링한 미세먼지 원인 분석 자료를 내놓았다. 환경부가 그런 수준의 자료조차 똑 부러지게 내놓지 못하니 국민 입에서 “이민” 소리가 나오는 것이다. 누가 대통령이 되든 새 정부는 출범 즉시 미세먼지를 최고 정책 의제로 삼아 백방으로 힘을 쏟아야 한다. 세계 꼴찌 수준인 우리나라 대기 질을 점진적으로 회복할 수 있게 범정부 차원의 계획을 마련해야 한다. 국민의 적극적인 참여가 뒷받침돼야 함은 말할 필요도 없다.",20170509
01100611.20170509034249001,"프랑스 대통령에 중도를 표방하는 39세의 정치 신인 에마뉘엘 마크롱이 어제 당선됐다. 마크롱은 세계화, 이주, 문화 다원주의, 유럽 통합에 반대하며 국수주의 정책을 내세운 극우주의자 마린 르펜을 30% 포인트 이상으로 따돌리고 여유 있게 양자 결선 투표에서 승리를 거머쥐었다. 친유럽 정책과 통상의 자유를 주장하는 그의 당선에 프랑스는 물론이고 유럽을 비롯한 전 세계가 안도했다. 마크롱은 당선이 확실해지자 파리 루브르박물관 앞에서 연설하면서 ‘자유·평등·박애’의 프랑스 혁명 이념 아래 국민을 통합해 나가겠다고 약속했다. 그는 “내일부터 당장 진정한 다수, 강력한 다수를 구축해야 한다”고 단합을 강조하면서 “내 사상을 공유하지 않지만 나를 위해 표를 행사한 유권자들에게도 백지수표가 아니라는 점을 말씀드리고 싶으며 우리 모두의 통합을 위해 함께 가겠다”고 말했다. 선거 과정에서 나타난 프랑스의 분열을 의식해 화해와 통합을 몇 차례고 역설한 것이다. 프랑스는 대선 과정에서 기존의 양대 정당인 공화당과 사회당 후보가 1차 투표에서 몰락하고 의석이 하나도 없는 신당 앙마르슈의 마크롱 후보와 소수 정당인 극우의 프랑스 국민전선 르펜 후보가 결선에 오르는 이변을 겪었다. 두 거대 정당의 경선에서 유력 후보가 탈락하고 의회 소수파가 결선 투표에 오른 것은 기득권층에 대한 프랑스인의 혐오가 반영된 결과로 봐야 할 것이다. 집권 사회당의 프랑수아 올랑드 정부는 경기침체, 실업을 해결하지 못한 것은 물론 테러를 막지 못해 프랑스의 자존심에 상처를 입혔다. 무능한 정권의 틈을 비집고 극우의 르펜과 극좌의 장뤼크 멜랑숑이 입지를 넓혔다. 하지만 프랑스인은 사회당의 멜랑숑을 1차 투표에서 탈락시키고, 극우 세력의 집권을 저지하기 위해 정파가 연대하는 ‘공화국 전선’을 작동해 마크롱을 선택했다. 제5공화국이 출범한 1958년 이후 프랑스 정치를 주도해 온 양당제의 향배는 6월 총선거가 가를 전망이다. 마크롱이 국회를 장악할 수 있을지는 미지수다. 그는 총선에 앞서 총리 지명에 이어 내각을 구성해야 한다. 거대 양당 공화·사회당을 포함한 기존 정당의 인재풀을 활용하는 실험을 하지 않고서는 인선이 어려울 것이다. 탄핵에 따른 분열과 지역, 이념, 세대 간 갈등이 적잖이 표출된 대한민국의 19대 대통령 선거다. 프랑스와 마찬가지로 통합과 협치, 대탕평이 요구된다는 점에서 마크롱 대통령 당선인의 정치 행보에서 눈을 뗄 수가 없다.",20170509
01100611.20170509034248002,"19대 대통령 선거일을 맞았다. 대통령 탄핵이라는 헌정 사상 초유의 사태에 직면해 치러진 이번 대선은 지난달 17일부터 본격적인 레이스에 들어갔지만 선거 기간이 짧아 대선 후보들의 리더십과 자질, 능력 등의 진면목을 제대로 살펴볼 기회가 적었다. 6차례의 TV 토론이 있었지만 대선 주자들이 서로 약점을 공격하는 네거티브 전략 때문에 그나마 정당 간의 정책적 변별성을 충분히 파악하기에는 미흡한 시간이었다. 선거 기간에 흑색선전과 가짜 뉴스가 판을 쳤고 되레 흠집 내기 경쟁이 벌어지면서 선거 자체에 염증을 느끼고 회의를 느꼈던 국민도 적지 않았지만 그렇다고 대한민국의 미래를 결정하는 중대한 의무를 포기해서는 안 된다. 이번 대선에 처음 도입돼 1100만명을 넘어설 정도로 사전 투표에 열성적으로 참여한 것은 새로운 대한민국을 향한 국민의 열망을 반영한 것이다. 가뜩이나 후보가 난립하면서 선택이 어려운 것도 사실이다. 그럼에도 원내 의석을 갖고 있는 5당의 후보 등을 포함해 13명이나 되는 후보 중에서 옥석을 구분하는 것은 누구도 대신할 수 없는 유권자의 몫이다. 대한민국의 미래를 위해 최선과 차선 또는 최악과 차악의 후보가 누구인지를 꼼꼼하게 따질 필요가 있다. 선거공보물을 뒤적여 보고 신뢰할 만한 언론 보도를 되짚어 보는 일도 게을리해서는 안 된다. 이번 선거는 과거와 달리 여당과 야당, 영남과 호남, 진보와 보수 등 선명한 이분법적 대결 구도가 허물어진 상황에서 치러지는 만큼 유권자들의 선택의 폭이 넓어진 것도 사실이다. 새로운 정치 지형 속에서 평소의 소신과 철학에 따라 투표가 이뤄지는 것도 의미가 있다. 대한민국 미래의 방향을 결정하는 데 개인의 성향보다는 더 큰 시야에서 전략적인 판단도 있을 수 있다. ‘소신’ 투표란 당선 가능성은 작아도 내가 처음부터 지지하는 후보를 선택하는 것을 말한다. ‘전략’ 투표란 반대로 내가 덜 지지하더라도 당선 가능성이 큰 후보를 선택하는 것이다. 내가 지지하더라도 당선되지 않는다면 사표가 될 것이니 사실상 투표한 의미가 없어진다. 따라서 투표의 의미를 살리려면 결국 나라는 유권자의 성향에 좀더 가까운 유력 후보자를 선택할 수밖에 없다. 물론 미래를 이끌 리더십과 정당의 정책을 꼼꼼히 살펴야 한다. 불안한 한반도 안보를 슬기롭게 헤쳐 갈 능력과 주변 강대국들의 이해관계를 조정하고 우리의 국익을 극대화할 수 있는 인물이 누구인지 심사숙고해야 한다. 선거 이후 통합이란 국가적 과제를 해결할 후보가 누구인지도 생각해 보기 바란다. 국가의 미래를 밝게 할 리더십과 자질, 능력을 판별할 냉철한 판단이 필요하다. 대한민국은 유권자 국민이 주인인 민주공화국이다. 19대 대선 투표일에 위대한 유권자의 힘을 보여 주길 당부한다.",20170509
01100611.20170508034204001,"황금 연휴 막바지에 대형 산불로 소중한 산림자원과 인명·재산 피해가 잇따랐다. 산림청은 어제와 그제 사이 강릉, 삼척, 상주 등지에서 산불로 160ha가 넘는 산림이 불에 탔다고 밝혔다. 이틀 만에 축구장 200배 넓이의 산림이 잿더미로 변한 것이다. 강릉시 성산면 오흘리 야산에서 발생한 산불은 50ha의 산림과 함께 가옥 30여채를 삼켜 300명이 넘는 이재민이 발생하기도 했다. 봄철은 대형 산불이 집중되는 시기인 만큼 모든 국민의 각별한 주의가 필요하다. 건조한 날씨가 이어지고 편서풍이 강해 작은 불씨도 큰불로 이어지기 십상이다. 산림청의 산불 통계연보에 따르면 최근 10년간 봄철에는 평균 273건의 산불이 발생해 339ha의 산림 피해가 발생했다. 한 해 발생한 산불의 70%, 피해 면적의 90%가 봄철에 집중됐다. 실제로 2000년의 동해안 산불, 2002년의 충남 청양·예산 산불, 2005년의 강원 양양 산불 등 대형 산불은 대부분 봄철에 발생했다. 산불은 얼마든지 예방할 수 있다. 산불의 원인 가운데 27%는 입산자 실화, 21%는 쓰레기 소각, 20%는 논밭두렁 소각, 9%는 담뱃불과 성묘객 실화 등으로 나타났다. 지난 주말의 산불 또한 논두렁 소각 등 부주의가 원인이었던 것으로 알려져 안타까움과 함께 경각심을 일깨워 준다. 이상기후의 영향으로 산불도 다른 자연재해처럼 대형화되고 있어 철저한 대비가 요구된다. 지난해 7월 캐나다 앨버타주에서 발생한 산불은 9만여명의 이재민과 3조 2000억원의 재산 피해를 남겼다. 대개 소방차의 접근이 쉽지 않고 인적이 드문 곳에서 산불이 많이 발생하기에 철저한 감시와 신속한 신고, 소방헬기 등 장비 확충 등이 중요할 수밖에 없다. 우리는 소방헬기 45대와 민간헬기 등으로 30분 이내에 산불 현장에 도착할 수 있는 체계를 갖췄다고 하지만 더 철저한 점검과 신속한 대응 시스템 구축에 소홀함이 없어야 할 것이다. 산불 피해는 곧바로 환경 재앙으로 이어진다. 홍수 등 2차 피해도 우려될 뿐 아니라 많은 동식물이 환경적 변화에 따른 고충을 겪을 수밖에 없다. 불에 탄 산림을 복구하는 데는 수십 년의 시간과 막대한 재원이 소요된다. 예방만이 후손들에게 아름다운 자연환경과 풍요로운 산림자원을 물려줄 수 있다. 주민들의 주의와 당국의 철저한 대비 태세를 촉구한다.",20170508
01100611.20170508034203002,"자유한국당이 엊그제 바른정당을 탈당한 의원 12명을 일괄 복당시키고, 당원권이 정지된 서청원·최경환·윤상현 의원 등 친박 핵심 의원들의 징계를 해제했다. 이철우 사무총장은 “홍 후보의 특별지시에 따라 대선 승리와 보수 대통합을 위해 재입당 신청자의 일괄 복당과 징계 해제를 결정했다”고 밝혔다. 비상대책위원회나 의원총회를 거치는 당내 논의·의결 절차는 모두 생략됐다. ‘보수 대통합으로 5월 9일 집권하기 위해서’라는 것이 홍준표발 ‘긴급조치’다. 그러나 홍 후보의 행보에 다른 대선 후보는 물론이고 당 내부에서조차 비난이 일고 있다. 애초 홍 후보는 당 비대위를 열고 절차를 밟아 의결해 달라고 요청했으나 당 지부도가 난색을 표하자 압박을 통해 자신의 의견을 관철했다. 홍 후보는 ‘대통령 후보자는 당무 전반에 관한 모든 권한을 우선해 가진다’는 당헌 104조를 근거로 비대위 의결을 건너뛰었으나 대선 이후 바른정당 의원들의 복당에 반대하는 친박계와 친박 중진의 징계 해제에 불만을 가진 비박계 양쪽으로부터 공격을 받을 가능성이 크다. 복잡한 당내 사정 말고도 홍 후보의 이번 특별지시는 보수 대통합이라는 미명 아래 국민을 우롱하는 뒷거래라는 비판을 받을 수밖에 없다. 한국당에 들어간 바른정당 출신 의원들은 누구보다 친박 청산을 외치며 박근혜 전 대통령 탄핵에 앞장섰던 인물들이다. 어떤 이유에서든 이들이 한국당에 다시 발을 들여놓았다는 것은 뻔뻔함의 극치이며 국민 기만이다. 당원권 정지라는 당원으로서는 사형선고나 다름없는 징계를 당한 친박 핵심들은 국정 농단 사태에 무한 책임을 지고 정계에서 스스로 물러나야 할 장본인들이다. 홍 후보가 이들 ‘정치적 탕아’들을 껴안고 선거에 임하는 것이 과연 국민 여망에 부응하는 것인지 되묻지 않을 수 없다. 아무리 대권에 욕심이 있더라도 국가 지도자라면 정치 도의의 ‘도’ 자도 찾아볼 수 없는 한심한 위인들과 청산돼야 할 부패 기득권 세력에 손을 내미는 우를 범해선 안 된다. 홍 후보는 보수 대통합으로 5·9 대역전이 시작됐다고 흥분하고 있으나 반홍 진영에서는 잡탕들을 쓸어 모은다고 대통령이 될 수 있겠느냐고 힐난한다. 정치인들의 언설이 아무리 능수능란하고, 세 치 혀를 자유자재로 굴린다 한들 국민의 눈을 속일 수 있겠는가. 홍 후보는 바른정당 탈당파와 친박 핵심 끌어안기를 무슨 대역전의 발판쯤으로 여기고 있으나 원칙 없는 정치적 거래에는 역풍이 뒤따른다는 점을 잊어선 안 될 것이다.",20170508
01100611.20170508034203001,"제19대 대통령 선거가 하루 앞으로 다가오면서 선거 막판 흑색선전과 가짜 뉴스가 판을 치고 있다. 지난 3일부터 여론조사 공표가 금지되면서 유권자의 눈을 흐리게 하는 가짜 뉴스와 흑색선전 등 네거티브 공세가 더욱 기승을 부리고 있다. 인터넷과 사회관계망서비스(SNS) 등을 통해 무차별로 확산되면서 마지막까지 지지 후보를 선택하지 못한 20% 안팎의 부동층 표심을 노린다. 악의적인 가짜 뉴스는 탄핵 정국을 거치면서 선거 초반부터 SNS 등을 통해 급속하게 퍼져 나갔다. 당국이 뒤늦게 단속에 나섰지만 교묘하게 유포되는 가짜 뉴스에 속수무책으로 당했다. 더불어민주당 문재인 후보과 관련해서는 종북 좌파설과 친일파 후손설 등이 나돌았고 국민의당 안철수 후보와 관련해서는 원정 출산설이 그럴듯하게 유포됐다. SNS상에는 ‘재외국민 투표 출구조사’ 결과가 퍼져 나간 적도 있다. 국민의당 안철수 후보가 미국과 중국에서 모두 1위를 차지했다는 내용이었지만 조사 결과 가짜 뉴스임이 드러났다. 지난달 말까지 중앙선관위가 적발한 사이버 선거법 위반 게시물은 3만 4072건이고 이 중 가짜 뉴스를 의미하는 ‘허위사실 공표·비방’이 무려 2만 2970건에 이른다. 지난 대선보다 5배나 많다는 점에서 유권자들이 가짜 뉴스의 홍수 속에 파묻혀 있는 것이나 마찬가지다. 미국, 독일 등 선진국에선 가짜 뉴스가 발붙이지 못하도록 공표금지 기간 자체가 없다는 점을 우리도 고려할 필요가 있다. 그제 국민의당이 더불어민주당 문 후보 아들 준용씨의 취업 특혜 의혹과 관련해 지인의 육성 음성파일을 공개했다. 신원도 밝히지 않고 목소리도 변조한 상태로 공개되면서 즉각 가짜 뉴스 논란에 휩싸였다. 민주당은 어제 준용씨 동료의 실명 이메일을 공개한 뒤 가짜 뉴스임을 입증하는 관련 자료를 검찰에 제출했다. 지지율 1위 후보에 대한 막판 네거티브 공세는 반전을 노리는 선거 전략상 있을 수 있다고 해도 신원도 밝히지 않고 목소리도 변조한 일방적 내용의 인터뷰를 공개한 것은 상식에 어긋나는 행위다. 진위는 검찰에서 가려지겠지만 검증할 시간이 없다는 이유로 국민의 판단을 흐리려는 목적이라면 의식이 깨어 있는 유권자들 앞에서는 소기의 성과를 거두기 어려울 것이다. 과거 대선을 돌아보면 선거 마지막날 흑색선전과 가짜 뉴스가 쏟아지기 마련이다. 일부 부동층을 현혹하고 지지층을 결집하는 이중 효과를 노린 것이다. 이는 민의를 왜곡해 선거에 영향을 미치는 행위로 민주주의 근간을 허무는 중대 범죄다. 당국의 행정력으로 이런 가짜·흑색 뉴스를 근절하는 것은 쉽지 않다. 결국 유권자들이 이런 사기에 현혹되지 않고 휘둘리지 말아야 한다. 대한민국을 이끌 후보의 리더십과 도덕성, 공약 등을 꼼꼼히 살피면서 소중한 한 표를 행사해야 한다.",20170508
01100611.20170506034029002,"홍준표 자유한국당 대선 후보가 연일 쏟아내는 저질 네거티브 공세가 도를 넘어섰다. 그가 막말과 흠집 내기로 눈살을 찌푸리게 한 것은 어제오늘 일은 아니다. 그렇지만 막판에 안보를 볼모 삼아 근거 없는 색깔공세와 의혹 부풀리기로 일관하는 것은 나가도 너무 나갔다. 홍 후보는 어제 강원 유세에서 “트럼프 미국 대통령이 (사드 비용으로) 10억 달러를 내놓으라고 한 것은 좌파정부가 탄생하면 사드를 빼고 북핵 시설을 공격하기 위한 준비단계”라고 주장했다. 이어 “문재인 후보가 당선되면 그 핑계를 대고 사드 배치를 하지 않을 것”이라며 “북한과 중국으로 먼저 가서 한·미 동맹이 깨지고, 북·미 관계가 끝장날 것”이라고 했다. 또 “동해안에는 칼빈슨호가 들어와 일본함대와 군사훈련하는데 한국 언론은 이런 상황을 사실상 취급 안 하고 있다”며 “문재인 후보에게 불리할 것이라는 걱정 때문에 언론이 침묵 중”이라고 말하기도 했다. 그제 충북도 유세에서는 “문재인이 대통령 되면 보수를 불태우겠다고 했으니 나는 그을려 죽을 것”이라며 “보수를 궤멸시키고 나를 화형시키겠다는 것”이라고 색깔론을 폈다. 문 후보가 지난해 촛불집회에서 “가짜 보수세력을 횃불로 불태워 버리자”고 한 발언을 겨냥한 것이다. 이에 앞서 홍 후보 측은 페이스북에 ‘1·3번 후보는 북한, 2번 후보는 한국’을 상징하는 홍보물을 올렸다가 내린 바 있다. SBS가 ‘세월호 인양 지연 의혹’ 보도를 사과하자 “사장, 보도본부장 다 목을 잘라야 한다”고 막말을 퍼붓기도 했다. 홍 후보로서는 최근 일부 여론조사에서 안철수 국민의당 후보를 추월하자 기세를 몰아 극우보수표 결집에 집중하려는 의도일 수 있다. 그러나 아무리 조급하다고 해도 여당 대선 후보가 이처럼 검증되지 않은 의혹을 제기하고 막말을 쏟아내도 되는지 묻지 않을 수 없다. ‘이번 대선이 체제 선택 전쟁’이라는 홍 후보의 말에 동의하는 국민이 과연 얼마나 될지도 궁금하다. 색깔론과 흑색선전에 의지하는 득표 전략은 필연적으로 국민 통합에 반하는 국민 분열을 야기할 수밖에 없다. 대선 후보라면 최소한의 품격과 양식(良識)이 있어야 한다. 홍 후보는 이번 대선이 “진보 대 보수가 아닌 상식 대 비상식의 대결”이란 소리가 왜 나오는지를 알고 있는가. 미래의 주역인 우리 어린이들이 자칫 홍 후보를 보수세력의 본모습으로 잘못 인식하지 않을까 걱정스럽다.",20170506
01100611.20170506034029001,"미국 하원이 그제 초강력 대북 제재 법안을 통과시켰다. ‘대북 차단 및 제재 현대화법’으로 명명된 이 법은 북한 경제를 지탱하는 원유와 자금줄을 원천적으로 끊는 내용이 담겼다. 표결 과정에서 419명이 찬성하고 1명이 반대할 정도로 공화·민주 당적을 불문하고 초당적 지지를 받았다. 지난 3월 29일 하원 외무위 통과 후 한 달여 만에 신속하게 법안을 통과시킨 것 자체가 북한 핵·미사일 위협의 심각성을 반영한 것이다. 이 법안은 미 행정부의 재량에 따라 다른 국가들이 북한에 대한 원유 및 석유 제품의 판매와 이전을 못하도록 규정했다. 인도적 목적은 예외로 규정했으나, 원유 제한은 북한의 경제 및 군사의 동력이라는 점에서 타격은 불가피하다. 북한 에너지의 90% 안팎을 중국에서 조달하고 있다는 점에서 이 법안은 북한은 물론 중국을 겨냥한 우회적 압박의 의미가 있다. 지난 4월 ‘한반도 위기설’이 나돌 당시 북한의 도발 자제를 촉구했던 중국을 향해 이번에는 대북 경제 제재에 동참할 것을 압박하는, 채찍질의 의미도 있다. 눈여겨볼 대목은 북한의 국외 노동자를 고용하는 제3국 기업을 제재 대상으로 지정하고 미국 관할 내 모든 자산 거래를 금지토록 한 점이다. 북한의 주요 외화 유입 경로에 대해 포괄적인 제재 권한을 행정부에 부여한 것 자체가 전례 없이 강력한 압박이다. 이번 법안은 트럼프 행정부가 최근 발표한 대북정책 기조, 즉 ‘최대의 압박과 관여’ 전략과 맥이 닿는다. 북한 경제를 뿌리부터 흔들면서 김정은 정권이 핵·미사일 도발을 포기하고 대화로 나설 것을 촉구하는 의미다. 최근 중국은 북한이 6차 핵실험을 강행하면 식량과 원유 중단을 결행할 것이란 경고를 지속적으로 보내고 있다. 미국의 선제 타격 시 북·중 우호협력 조약에 따른 군사적 지원도 하지 않을 수 있다는 중국 언론들의 보도도 심심치 않게 흘러나오고 있다. 이는 북한의 추가 핵실험 시 김정은 정권 자체가 존립할 수 없다는 의미인 것이다. 북한 정권은 그동안 미국의 대북 적대 정책 철회와 정전협정의 평화협정 전환, 북·미 수교를 통한 체제 안전보장을 지속적으로 요구해 왔다. 자신들의 핵 보유도 체제 유지를 위한 ‘전략적 선택’이라는 점을 강조하면서 정당성을 주장한 만큼 핵 폐기와 함께 체제 유지는 물론 경제 지원도 받을 수 있는 대화 방안을 모색하는 것이 정권 생존을 도모하는 길이다.",20170506
01100611.20170506034028002,"19대 대통령 선거가 사흘 앞으로 다가오면서 각 당 후보들이 집권 후 구성할 ‘통합 정부’의 구체안을 속속 밝히고 있다. 대통령 탄핵으로 쪼개졌던 대한민국을 하나로 모으는 통합의 대의명분을 살리고 여소야대의 국회에서 협치를 통해 안정적인 국정 운영의 실리를 취할 수 있다는 점에서 ‘통합 정부’ 구상은 대환영이다. 더불어민주당 문재인 후보의 선대위 통합정부추진위원회는 그제 ‘성공적인 통합정부를 위한 제안서’에서 “정파와 지역, 세대, 계층을 뛰어넘어 국민의 역량을 결집하는 정부를 구성해야 한다”면서 ‘국민통합정부’를 강조했다. 추진위는 “다른 당의 당적을 보유한 사람도 참여하는 합리적 진보, 개혁적 보수의 대한민국 드림팀을 만들어야 한다”고 ‘대탕평의 원칙’을 지킬 것이라고 밝혔다. 문 후보는 이미 “총리 후보는 비영남 출신”이라고 말한 적이 있는데 민주당에선 국방부 장관에 바른정당 유승민 후보의 이름도 거론되고 있다고 한다. 국민의당 안철수 후보도 “유 후보, 정의당 심상정 후보는 물론 남경필 경기지사, 안희정 충남지사, 민주당 김부겸 의원, 이재명 성남시장, 박원순 서울시장을 포함한 젊고 유능한 정치인과 개혁 공동 정부를 구성하겠다”고 일일이 실명을 언급했다. 안 후보는 이들을 “이념과 계파에 얽매이지 않는 중도·합리적인 개혁에 함께할 사람”이라고 설명했다. 자유한국당 홍준표 후보는 바른정당을 포함한 보수의 대통합을 강조하고 있다. 일본만 보더라도 국회에서 단독 과반수가 가능한 집권 여당 자민당이 공명당과 연립정부를 꾸려 보다 안정적인 국회·정부 운영을 하고 있다. 자민당은 475석의 중의원에서 61%인 292석을 보유하고 있는데, 연정에 참여한 35석의 공명당에 각료 한 자리를 제공하는 것은 물론 모든 정책에서 긴밀히 보조를 맞추고 있다. 다당제로 치러지는 5·9 대선 이후 협치의 정신에 입각한 대연정은 불가피하다. 민주당 120석, 자유한국당 94석, 국민의당 40석, 바른정당 20석, 정의당 6석의 국회에서 어느 당도 단독 과반수를 이루지 못한다. 첨예하게 맞서는 법안의 통과에 필요한 국회선진화법상의 180석을 채우기 위해서도 협치는 필수다. 유권자들 사이에서는 누가 당선되면 다른 당의 대선 후보를 총리에, 혹은 기획재정부 장관에, 혹은 고용부 장관에 기용해야 한다는 말들이 돌고 있다. 국민도 선거 후의 인위적인 정계개편보다는 여러 당이 참여하는 통합정부를 원하고 있다는 뜻이다. 그것이 다양한 목소리가 분출하고 있는 이 시대의 명령이다. 우려되는 점은 대통령에 당선되고 역대 정부가 보여온 논공행상에 의한 승자독식만 남지 않을까 하는 것이다. 대한민국이 미래로 전진하려면 통합정부의 공약은 반드시 실천되어야 하고, 국민 앞에서 한 후보의 약속은 반드시 지켜져야 할 것이다.",20170506
01100611.20170505034057001,"해외로 나간 국내 기업의 현지 일자리가 지난 11년 새 53만개에서 162만개로 늘었다는 것은 ‘취업 절벽’에 부닥친 우리 현실에 시사하는 바가 크다. 대한상의 보고서에 따르면 2005년부터 2015년 사이에 국내 기업이 해외에서 만든 일자리는 3배로 늘어났다. 국내에서 외국 제조 기업들이 만든 일자리는 20만명에서 27만명으로 1.4배 느는 데 그쳤다. 국내로 들어온 일자리 대비 해외로 나간 일자리 수의 격차가 2.7배에서 6배 커진 셈이다. 기업이 성장 엔진을 찾아 해외로 눈을 돌리는 것은 극히 자연스러운 일이다. 해외 신시장 개척의 의미도 있다. 그러나 해외로 일단 나가면 다시 들어오지 않으려는 것은 그만큼 국내 투자 환경이 좋지 않다는 뜻이다. 한국의 외국인 투자 유치는 2011년 이후 5년간 464억 달러로 세계 37위에 그친 것이 이를 뒷받침한다. 문제는 이런 과정에서 국내 일자리 공백이 갈수록 커지고 있다는 점이다. 지난 2월 구직 단념자까지 포함한 체감 실업자는 195만여명이었다. 물론 발등에 떨어진 실업 문제를 단기에 해소하려면 기업들이 나서야 한다. 그러나 유턴 기업을 늘려 중장기적으로 국내 일자리를 창출하는 일은 정부 지원 없이 불가능하다. 우선 미국이나 일본 사례를 벤치마킹할 필요가 있다. 미국은 오바마 정부 때 유턴 기업에 최대 20%의 이전 비용을 지원하고, 2년간 설비투자 세제 감면 인센티브를 줬다. 2010년에 16개였던 유턴 기업이 지난해 300개를 웃돌았다. 이에 덧붙여 트럼프 행정부는 규제 1개를 만들면 2개를 없애는 제도를 도입했다. 일본도 최근 대대적인 규제 개혁으로 기업 유치 인센티브를 높였고, 유턴 기업에 한해 대대적인 법인세 감면 혜택을 줬다. 우리 정부도 2013년 ‘유턴기업지원법’을 만들었지만 아직 성과를 내지 못하고 있다. 적용 폭이 워낙 좁은 탓이다. 유턴 기업에 제공하는 법인세 감면도 대기업에는 적용되지 않는다. 완전 철수가 아닌 경우에는 감면 기간이 2년으로 제한적이다. 용지 제공이나 세제 혜택 등 투자 인센티브도 미국이나 독일보다 턱없이 낮다. 새 정부는 유턴기업지원법을 과감히 손질하고 투자 유인 체계를 다시 짜야 한다. 수도권 규제나 행정기관의 인허가 절차에 관한 근본적 해법을 찾아야 한다. 규제 방식도 ‘규제할 내용을 제외한 나머지 사업을 자유롭게 보장하는’ 방안을 모색할 때가 됐다. 새 대통령은 유턴 기업 정책을 소홀히 하면서 일자리 100만개 창출을 운운하는 것은 모래성을 쌓는 일이란 점을 명심하기 바란다.",20170505
